personId,firstName,lastName,birthdate,lastAttended,country,height,bodyWeight,guard,forward,center,draftYear,draftRound,draftNumber,Full Name
1498,Antonio,Daniels,3/19/1975,Bowling Green,USA,76,205,TRUE,FALSE,FALSE,1997,1,4,Antonio Daniels
1499,Tony,Battie,2/11/1976,Texas Tech,USA,83,240,FALSE,FALSE,TRUE,1997,1,5,Tony Battie
1500,Ron,Mercer,5/18/1976,Kentucky,USA,79,215,TRUE,TRUE,FALSE,1997,1,6,Ron Mercer
1501,Tim,Thomas,2/26/1977,Villanova,USA,82,240,FALSE,TRUE,FALSE,1997,1,7,Tim Thomas
1502,Adonal,Foyle,3/9/1975,Colgate,St. Vincent & Grenadines,82,270,FALSE,FALSE,TRUE,1997,1,8,Adonal Foyle
1503,Tracy,McGrady,5/24/1979,Mount Zion Christian Academy (NC),USA,80,210,TRUE,TRUE,FALSE,1997,1,9,Tracy McGrady
1504,Danny,Fortson,3/27/1976,Cincinnati,USA,80,260,FALSE,TRUE,TRUE,1997,1,10,Danny Fortson
1505,Tariq,Abdul-Wahad,11/3/1974,San Jose State,France,78,235,TRUE,TRUE,FALSE,1997,1,11,Tariq Abdul-Wahad
1506,Austin,Croshere,5/1/1975,Providence,USA,82,240,FALSE,TRUE,FALSE,1997,1,12,Austin Croshere
1507,Derek,Anderson,7/18/1974,Kentucky,USA,77,195,TRUE,FALSE,FALSE,1997,1,13,Derek Anderson
1508,Maurice,Taylor,10/30/1976,Michigan,USA,81,265,FALSE,TRUE,TRUE,1997,1,14,Maurice Taylor
1509,Kelvin,Cato,8/26/1974,Iowa State,USA,83,275,FALSE,FALSE,TRUE,1997,1,15,Kelvin Cato
1510,Brevin,Knight,11/8/1975,Stanford,USA,70,173,TRUE,FALSE,FALSE,1997,1,16,Brevin Knight
1511,Johnny,Taylor,6/4/1974,Tennessee-Chattanooga,USA,81,220,FALSE,TRUE,FALSE,1997,1,17,Johnny Taylor
1512,Chris,Anstey,1/1/1975,South East Melbourne,Australia,84,249,FALSE,FALSE,TRUE,1997,1,18,Chris Anstey
1513,Scot,Pollard,2/12/1975,Kansas,USA,83,278,FALSE,TRUE,TRUE,1997,1,19,Scot Pollard
1514,Paul,Grant,1/6/1974,Wisconsin,USA,84,245,FALSE,FALSE,TRUE,1997,1,20,Paul Grant
1515,Anthony,Parker,6/19/1975,Bradley,USA,78,210,TRUE,FALSE,FALSE,1997,1,21,Anthony Parker
1516,Ed,Gray,9/27/1975,California,USA,75,210,TRUE,FALSE,FALSE,1997,1,22,Ed Gray
1517,Bobby,Jackson,3/13/1973,Minnesota,USA,73,185,TRUE,FALSE,FALSE,1997,1,23,Bobby Jackson
1518,Rodrick,Rhodes,9/24/1973,Southern California,USA,78,225,TRUE,FALSE,FALSE,1997,1,24,Rodrick Rhodes
1519,John,Thomas,9/8/1975,Minnesota,USA,81,265,FALSE,FALSE,TRUE,1997,1,25,John Thomas
1520,Charles,Smith,8/22/1975,New Mexico,USA,76,200,TRUE,FALSE,FALSE,1997,1,26,Charles Smith
1521,Jacque,Vaughn,2/11/1975,Kansas,USA,73,190,TRUE,FALSE,FALSE,1997,1,27,Jacque Vaughn
1522,Keith,Booth,10/9/1974,Maryland,USA,78,226,FALSE,TRUE,FALSE,1997,1,28,Keith Booth
1525,Charles,O'Bannon,2/22/1975,UCLA,USA,77,1525,TRUE,FALSE,FALSE,1997,2,31,Charles O'Bannon
1526,James,Cotton,12/14/1975,Long Beach State,USA,77,220,TRUE,FALSE,FALSE,1997,2,32,James Cotton
1527,Marko,Milic,5/5/1977,Union Olimpija,Slovenia,78,1527,FALSE,FALSE,FALSE,1997,2,33,Marko Milic
1528,Bubba,Wells,7/26/1974,Austin Peay,USA,77,1528,FALSE,TRUE,FALSE,1997,2,34,Bubba Wells
1529,Kebu,Stewart,12/19/1973,California State-Bakersfield,USA,80,239,FALSE,TRUE,FALSE,1997,2,35,Kebu Stewart
1530,James,Collins,11/5/1973,Florida State,USA,76,196,TRUE,FALSE,FALSE,1997,2,36,James Collins
1531,Marc,Jackson,1/16/1975,Temple,USA,82,253,FALSE,TRUE,FALSE,1997,2,37,Marc Jackson
1532,Jerald,Honeycutt,10/20/1974,Tulane,USA,81,1532,TRUE,TRUE,FALSE,1997,2,38,Jerald Honeycutt
1533,Anthony,Johnson,10/2/1974,College of Charleston,USA,75,195,TRUE,FALSE,FALSE,1997,2,39,Anthony Johnson
1535,Jason,Lawson,9/2/1974,Villanova,USA,83,240,FALSE,FALSE,TRUE,1997,2,41,Jason Lawson
1536,Stephen,Jackson,4/5/1978,Butler C.C. (KS),USA,80,220,TRUE,TRUE,FALSE,1997,2,42,Stephen Jackson
1538,Cedric,Henderson,3/11/1975,Memphis,USA,79,225,FALSE,TRUE,FALSE,1997,2,44,Cedric Henderson
1539,God,Shammgod,4/29/1976,Providence,USA,72,169,TRUE,FALSE,FALSE,1997,2,45,God Shammgod
1540,Eric,Washington,3/24/1974,Alabama,USA,76,1540,TRUE,TRUE,FALSE,1997,2,46,Eric Washington
1541,Alvin,Williams,8/6/1974,Villanova,USA,77,195,TRUE,FALSE,FALSE,1997,2,47,Alvin Williams
1542,Predrag,Drobnjak,10/27/1975,Efes Pilsen,Serbia,83,270,FALSE,FALSE,TRUE,1997,2,48,Predrag Drobnjak
1544,Chris,Crawford,5/13/1975,Marquette,USA,81,235,FALSE,TRUE,FALSE,1997,2,50,Chris Crawford
1545,DeJuan,Wheat,10/14/1973,Louisville,USA,72,165,TRUE,FALSE,FALSE,1997,2,51,DeJuan Wheat
1548,Mark,Blount,11/30/1975,Pittsburgh,USA,84,250,FALSE,TRUE,TRUE,1997,2,54,Mark Blount
1554,Jamal,Robinson,12/27/1973,Virginia,USA,,,,,,1997,,,Jamal Robinson
1559,Adrian,Griffin,7/4/1974,Seton Hall,USA,77,230,TRUE,TRUE,FALSE,-1,-1,-1,Adrian Griffin
1562,Gerard,King,11/25/1972,Nicholls State,USA,,,FALSE,TRUE,FALSE,-1,-1,-1,Gerard King
1563,Kevin,Ollie,12/27/1972,Connecticut,USA,74,195,TRUE,FALSE,FALSE,-1,-1,-1,Kevin Ollie
1564,Etdrick,Bohannon,5/29/1973,Auburn-Montgomery,USA,,,FALSE,TRUE,FALSE,-1,-1,-1,Etdrick Bohannon
1565,Michael,Stewart,4/25/1975,California,USA,82,230,FALSE,FALSE,TRUE,-1,-1,-1,Michael Stewart
1569,Keith,Closs,4/3/1976,Central Connecticut State,USA,87,212,FALSE,FALSE,TRUE,-1,-1,-1,Keith Closs
1572,Nate,Huffman,4/2/1975,Central Michigan,USA,85,245,FALSE,FALSE,TRUE,-1,-1,-1,Nate Huffman
1575,Derek,Grimm,8/3/1974,Missouri,USA,81,230,FALSE,TRUE,FALSE,-1,-1,-1,Derek Grimm
1576,Travis,Williams,5/27/1969,South Carolina State,USA,78,215,FALSE,TRUE,FALSE,-1,-1,-1,Travis Williams
1577,Darnell,Mee,2/11/1971,Western Kentucky,USA,77,1577,TRUE,FALSE,FALSE,1993,2,34,Darnell Mee
1578,Shea,Seals,8/26/1975,Tulsa,USA,77,210,TRUE,FALSE,FALSE,-1,-1,-1,Shea Seals
1591,Alvin,Sims,10/18/1974,Louisville,USA,76,235,TRUE,FALSE,FALSE,-1,-1,-1,Alvin Sims
1593,Charles,Shackleford,4/22/1966,North Carolina State,USA,83,245,FALSE,FALSE,TRUE,1988,2,32,Charles Shackleford
1594,Rick,Brunson,6/14/1972,Temple,USA,76,190,TRUE,FALSE,FALSE,-1,-1,-1,Rick Brunson
1600,Kornel,David,10/22/1971,Budapest AEH,USA,81,230,FALSE,TRUE,FALSE,-1,-1,-1,Kornel David
1601,Rusty,LaRue,12/10/1973,Wake Forest,USA,75,1601,FALSE,FALSE,FALSE,-22,-22,-22,Rusty LaRue
1603,Walter,Bond,2/1/1969,Minnesota,USA,77,200,TRUE,FALSE,FALSE,-1,-1,-1,Walter Bond
1607,Troy,Hudson,3/13/1976,Southern Illinois,USA,73,178,TRUE,FALSE,FALSE,-1,-1,-1,Troy Hudson
1609,Art,Long,10/1/1972,Cincinnati,USA,81,1609,FALSE,TRUE,FALSE,-22,-22,-22,Art Long
1612,Chris,Garner,2/23/1975,Memphis,USA,70,156,TRUE,FALSE,FALSE,-1,-1,-1,Chris Garner
1619,Kiwane,Garris,9/24/1974,Illinois,USA,74,1619,TRUE,FALSE,FALSE,-22,-22,-22,Kiwane Garris
1622,Rodney,McCray,8/29/1961,Louisville,USA,80,1622,FALSE,TRUE,FALSE,1983,1,3,Rodney McCray
1628,Alan,Ogg,7/5/1967,Alabama-Birmingham,USA,86,240,FALSE,FALSE,TRUE,-1,-1,-1,Alan Ogg
1630,Mikki,Moore,11/4/1975,Nebraska,USA,84,225,FALSE,TRUE,TRUE,-1,-1,-1,Mikki Moore
1631,Billy,Thompson,12/1/1963,Louisville,USA,79,195,FALSE,TRUE,FALSE,1986,1,19,Billy Thompson
1635,Malcolm,Mackey,7/11/1970,Georgia Tech,USA,81,248,FALSE,TRUE,FALSE,1993,1,27,Malcolm Mackey
1636,Ike,Nwankwo,,,,,,,,,,,,Ike Nwankwo
1654,Scott,Skiles,,,,,,,,,,,,Scott Skiles
1666,Gerald,Madkins,4/18/1969,UCLA,USA,76,200,TRUE,FALSE,FALSE,-1,-1,-1,Gerald Madkins
1667,Steve,Henson,2/2/1968,Kansas State,USA,71,177,TRUE,FALSE,FALSE,1990,2,44,Steve Henson
1677,Harold,Ellis,10/7/1970,Morehouse,USA,77,220,TRUE,TRUE,FALSE,-1,-1,-1,Harold Ellis
1680,Brian,Oliver,6/1/1968,Georgia Tech,USA,76,210,TRUE,FALSE,FALSE,1990,2,32,Brian Oliver
1682,Reggie,Hanson,10/8/1968,Kentucky,USA,80,1682,FALSE,TRUE,FALSE,-22,-22,-22,Reggie Hanson
1683,Larry,Robinson,1/11/1968,Centenary-Louisiana,USA,75,180,TRUE,FALSE,FALSE,-1,-1,-1,Larry Robinson
1709,Michael,Olowokandi,4/3/1975,Pacific,Nigeria,84,270,FALSE,FALSE,TRUE,1998,1,1,Michael Olowokandi
1710,Mike,Bibby,5/13/1978,Arizona,USA,74,195,TRUE,FALSE,FALSE,1998,1,2,Mike Bibby
1711,Raef,LaFrentz,5/29/1976,Kansas,USA,83,240,FALSE,TRUE,TRUE,1998,1,3,Raef LaFrentz
1712,Antawn,Jamison,6/12/1976,North Carolina,USA,81,223,FALSE,FALSE,FALSE,1998,1,4,Antawn Jamison
1713,Vince,Carter,1/26/1977,North Carolina,USA,78,220,TRUE,TRUE,FALSE,1998,1,5,Vince Carter
1714,Robert,Traylor,2/1/1977,Michigan,USA,80,284,FALSE,TRUE,TRUE,1998,1,6,Robert Traylor
1715,Jason,Williams,11/18/1975,Florida,USA,73,180,TRUE,FALSE,FALSE,1998,1,7,Jason Williams
1716,Larry,Hughes,1/23/1979,St. Louis,USA,77,185,TRUE,FALSE,FALSE,1998,1,8,Larry Hughes
1717,Dirk,Nowitzki,6/19/1978,DJK Wurzburg,Germany,84,245,FALSE,TRUE,FALSE,1998,1,9,Dirk Nowitzki
1718,Paul,Pierce,10/13/1977,Kansas,USA,79,235,FALSE,TRUE,FALSE,1998,1,10,Paul Pierce
1719,Bonzi,Wells,9/28/1976,Ball State,USA,77,210,TRUE,TRUE,FALSE,1998,1,11,Bonzi Wells
1720,Michael,Doleac,6/15/1977,Utah,USA,83,262,FALSE,FALSE,TRUE,1998,1,12,Michael Doleac
1721,Keon,Clark,4/16/1975,UNLV,USA,83,221,FALSE,TRUE,TRUE,1998,1,13,Keon Clark
1722,Michael,Dickerson,6/25/1975,Arizona,USA,77,190,TRUE,FALSE,FALSE,1998,1,14,Michael Dickerson
1723,Matt,Harpring,5/31/1976,Georgia Tech,USA,79,230,FALSE,TRUE,FALSE,1998,1,15,Matt Harpring
1724,Bryce,Drew,9/21/1974,Valparaiso,USA,75,184,TRUE,FALSE,FALSE,1998,1,16,Bryce Drew
1725,Rasho,Nesterovic,5/30/1976,Virtus Bologna,Slovenia,84,255,FALSE,FALSE,TRUE,1998,1,17,Rasho Nesterovic
1726,Mirsad,Turkcan,6/7/1976,Efes Pilsen,Turkey,81,1726,FALSE,TRUE,FALSE,1998,1,18,Mirsad Turkcan
1727,Pat,Garrity,8/23/1976,Notre Dame,USA,81,238,FALSE,TRUE,FALSE,1998,1,19,Pat Garrity
1728,Roshown,McLeod,11/17/1975,Duke,USA,,,FALSE,TRUE,FALSE,1998,1,20,Roshown McLeod
1729,Ricky,Davis,9/23/1979,Iowa,USA,79,195,TRUE,FALSE,FALSE,1998,1,21,Ricky Davis
1730,Brian,Skinner,5/19/1976,Baylor,USA,81,255,FALSE,FALSE,FALSE,1998,1,22,Brian Skinner
1731,Tyronn,Lue,5/3/1977,Nebraska,USA,72,175,TRUE,FALSE,FALSE,1998,1,23,Tyronn Lue
1732,Felipe,Lopez,12/19/1974,St. John's (NY),Dominican Republic,77,195,TRUE,TRUE,FALSE,1998,1,24,Felipe Lopez
1733,Al,Harrington,2/17/1980,St. Patrick HS (NJ),USA,81,245,FALSE,TRUE,FALSE,1998,1,25,Al Harrington
1734,Sam,Jacobson,7/22/1975,Minnesota,USA,,,TRUE,FALSE,FALSE,1998,1,26,Sam Jacobson
1735,Vladimir,Stepania,5/8/1976,Union Olimpija,Georgia,85,236,FALSE,FALSE,TRUE,1998,1,27,Vladimir Stepania
1736,Corey,Benjamin,2/24/1978,Oregon State,USA,78,200,TRUE,FALSE,FALSE,1998,1,28,Corey Benjamin
1737,Nazr,Mohammed,9/5/1977,Kentucky,USA,82,221,FALSE,FALSE,TRUE,1998,1,29,Nazr Mohammed
1738,Ansu,Sesay,7/29/1976,Mississippi,USA,81,225,FALSE,TRUE,FALSE,1998,2,30,Ansu Sesay
1739,Ruben,Patterson,7/31/1975,Cincinnati,USA,77,223,FALSE,TRUE,FALSE,1998,2,31,Ruben Patterson
1740,Rashard,Lewis,8/8/1979,Elsik HS (TX),USA,82,235,FALSE,TRUE,FALSE,1998,2,32,Rashard Lewis
1741,Jelani,McCoy,12/6/1977,UCLA,USA,82,245,FALSE,TRUE,TRUE,1998,2,33,Jelani McCoy
1742,Shammond,Williams,4/5/1975,North Carolina,USA,73,201,TRUE,FALSE,FALSE,1998,2,34,Shammond Williams
1743,Bruno,Sundov,2/10/1980,Split,Croatia,86,260,FALSE,FALSE,TRUE,1998,2,35,Bruno Sundov
1744,Jerome,James,11/17/1975,Florida A&M,USA,85,300,FALSE,FALSE,TRUE,1998,2,36,Jerome James
1745,Casey,Shaw,7/20/1975,Toledo,USA,83,255,FALSE,FALSE,TRUE,1998,2,37,Casey Shaw
1746,DeMarco,Johnson,10/6/1975,North Carolina-Charlotte,USA,81,245,FALSE,TRUE,FALSE,1998,2,38,DeMarco Johnson
1747,Rafer,Alston,7/24/1976,Fresno State,USA,74,175,TRUE,FALSE,FALSE,1998,2,39,Rafer Alston
1748,Korleone,Young,12/31/1978,Hargrave Military Academy (KS),USA,79,213,FALSE,TRUE,FALSE,1998,2,40,Korleone Young
1749,Cuttino,Mobley,9/1/1975,Rhode Island,USA,76,215,TRUE,FALSE,FALSE,1998,2,41,Cuttino Mobley
1750,Miles,Simon,11/21/1975,Arizona,USA,75,202,TRUE,FALSE,FALSE,1998,2,42,Miles Simon
1751,Jahidi,White,2/19/1976,Georgetown,USA,81,290,FALSE,TRUE,TRUE,1998,2,43,Jahidi White
1752,Sean,Marks,8/23/1975,California,New Zealand,82,250,FALSE,TRUE,TRUE,1998,2,44,Sean Marks
1753,Toby,Bailey,11/19/1975,UCLA,USA,78,213,TRUE,FALSE,FALSE,1998,2,45,Toby Bailey
1754,Andrae,Patterson,11/12/1975,Indiana,USA,81,238,FALSE,TRUE,FALSE,1998,2,46,Andrae Patterson
1755,Tyson,Wheeler,10/8/1975,Rhode Island,USA,70,165,TRUE,FALSE,FALSE,1998,2,47,Tyson Wheeler
1756,Ryan,Stack,7/24/1975,South Carolina,USA,83,215,FALSE,TRUE,FALSE,1998,2,48,Ryan Stack
1757,Cory,Carr,12/5/1975,Texas Tech,USA,76,1757,TRUE,FALSE,FALSE,1998,2,49,Cory Carr
1760,Derrick,Dial,12/20/1975,Eastern Michigan,USA,76,1760,TRUE,FALSE,FALSE,1998,2,52,Derrick Dial
1761,Greg,Buckner,9/16/1976,Clemson,USA,76,210,TRUE,FALSE,FALSE,1998,2,53,Greg Buckner
1762,Tremaine,Fowlkes,4/11/1976,Fresno State,USA,80,220,FALSE,TRUE,FALSE,1998,2,54,Tremaine Fowlkes
1763,Ryan,Bowen,11/20/1975,Iowa,USA,81,218,FALSE,TRUE,FALSE,1998,2,55,Ryan Bowen
1764,J.R.,Henderson,10/30/1976,UCLA,USA,80,233,FALSE,TRUE,FALSE,1998,2,56,J.R. Henderson
1765,Torraye,Braggs,5/15/1976,Xavier,USA,80,245,FALSE,TRUE,FALSE,1998,2,57,Torraye Braggs
1766,Maceo,Baston,5/29/1976,Michigan,USA,82,230,FALSE,TRUE,FALSE,1998,2,58,Maceo Baston
1800,Damon,Jones,8/25/1976,Houston,USA,75,195,TRUE,FALSE,FALSE,-1,-1,-1,Damon Jones
1801,Jonathan,Kerner,6/6/1974,East Carolina,USA,83,245,FALSE,FALSE,TRUE,-1,-1,-1,Jonathan Kerner
1802,Brad,Miller,4/12/1976,Purdue,USA,84,261,FALSE,TRUE,TRUE,-1,-1,-1,Brad Miller
1806,James,Blackwell,2/25/1968,Dartmouth,USA,72,190,TRUE,FALSE,FALSE,-1,-1,-1,James Blackwell
1814,Chris,Smith,5/17/1970,Connecticut,USA,75,190,TRUE,FALSE,FALSE,1992,2,34,Chris Smith
1817,Adonis,Jordan,8/21/1970,Kansas,USA,71,170,TRUE,FALSE,FALSE,1993,2,42,Adonis Jordan
1819,John,Turner,11/30/1967,Phillips,USA,80,245,FALSE,TRUE,FALSE,1991,1,20,John Turner
1820,Kelly,McCarty,8/24/1975,Southern Mississippi,USA,79,200,TRUE,TRUE,FALSE,-1,-1,-1,Kelly McCarty
1821,Mark,Randall,9/30/1967,Kansas,USA,80,235,FALSE,TRUE,FALSE,1991,1,26,Mark Randall
1823,Makhtar,N'diaye,12/12/1973,North Carolina,Senegal,80,1823,FALSE,TRUE,FALSE,-22,-22,-22,Makhtar N'diaye
1824,Peter,Aluma,4/26/1973,Liberty,USA,82,260,FALSE,FALSE,TRUE,-1,-1,-1,Peter Aluma
1829,Ike,Fontaine,4/16/1975,Washington State,USA,,,,,,-1,-1,-1,Ike Fontaine
1831,Marlon,Garnett,7/3/1975,Santa Clara,USA,74,186,TRUE,FALSE,FALSE,-1,-1,-1,Marlon Garnett
1838,Tyrone,Nesby,1/31/1976,UNLV,USA,78,245,TRUE,TRUE,FALSE,-1,-1,-1,Tyrone Nesby
1839,Randy,White,11/4/1967,Louisiana Tech,USA,80,240,FALSE,TRUE,FALSE,1989,1,8,Randy White
1844,Fred,Vinson,1/28/1971,Georgia Tech,USA,76,190,TRUE,FALSE,FALSE,-1,-1,-1,Fred Vinson
1845,Andrew,Gaze,7/24/1965,Seton Hall,USA,,,,,,-1,-1,-1,Andrew Gaze
1846,Chris,Welp,1/2/1964,Washington,USA,84,245,FALSE,FALSE,TRUE,1987,1,16,Chris Welp
1847,Thurl,Bailey,4/7/1961,North Carolina State,USA,83,247,FALSE,TRUE,FALSE,1983,1,7,Thurl Bailey
1848,Mike,Higgins,2/17/1967,Northern Colorado,USA,81,220,FALSE,TRUE,FALSE,-1,-1,-1,Mike Higgins
1852,Jeff,Sheppard,12/29/1974,Kentucky,USA,75,190,TRUE,FALSE,FALSE,-1,-1,-1,Jeff Sheppard
1853,Anthony,Carter,6/16/1975,Hawaii,USA,73,190,FALSE,FALSE,FALSE,-22,-22,-22,Anthony Carter
1855,Mark,Macon,4/14/1969,Temple,USA,76,185,TRUE,FALSE,FALSE,1991,1,8,Mark Macon
1858,Mark,Baker,11/11/1969,Ohio State,USA,73,175,TRUE,FALSE,FALSE,-1,-1,-1,Mark Baker
1861,Negele,Knight,3/3/1967,Dayton,USA,73,175,TRUE,FALSE,FALSE,1990,2,31,Negele Knight
1863,Earl,Boykins,6/2/1976,Eastern Michigan,USA,65,133,TRUE,FALSE,FALSE,-1,-1,-1,Earl Boykins
1864,Steve,Goodrich,3/18/1976,Princeton,USA,82,220,FALSE,FALSE,TRUE,-1,-1,-1,Steve Goodrich
1868,Trevor,Winter,1/7/1974,Minnesota,USA,84,275,FALSE,FALSE,TRUE,-1,-1,-1,Trevor Winter
1869,Charles R.,Jones,7/17/1975,Long Island-Brooklyn,USA,75,180,TRUE,FALSE,FALSE,-1,-1,-1,Charles R. Jones
1871,Gerald,Brown,7/28/1975,Pepperdine,USA,76,210,TRUE,FALSE,FALSE,-1,-1,-1,Gerald Brown
1872,Randell,Jackson,1/6/1976,Florida State,USA,83,215,FALSE,TRUE,FALSE,1999,,,Randell Jackson
1874,Jeff,Sanders,1/14/1966,Georgia Southern,USA,80,225,FALSE,TRUE,FALSE,1989,1,20,Jeff Sanders
1882,Elton,Brand,3/11/1979,Duke,USA,81,275,FALSE,TRUE,FALSE,1999,1,1,Elton Brand
1883,Steve,Francis,2/21/1977,Maryland,USA,75,210,TRUE,FALSE,FALSE,1999,1,2,Steve Francis
1884,Baron,Davis,4/13/1979,UCLA,USA,75,212,TRUE,FALSE,FALSE,1999,1,3,Baron Davis
1885,Lamar,Odom,11/6/1979,Rhode Island,USA,82,230,FALSE,TRUE,FALSE,1999,1,4,Lamar Odom
1886,Jonathan,Bender,1/30/1981,Picayune HS (MS),USA,84,230,FALSE,TRUE,FALSE,1999,1,5,Jonathan Bender
1887,Wally,Szczerbiak,3/5/1977,Miami (Ohio),USA,79,240,TRUE,TRUE,FALSE,1999,1,6,Wally Szczerbiak
1888,Richard,Hamilton,2/14/1978,Connecticut,USA,79,185,TRUE,FALSE,FALSE,1999,1,7,Richard Hamilton
1889,Andre,Miller,3/19/1976,Utah,USA,75,200,TRUE,FALSE,FALSE,1999,1,8,Andre Miller
1890,Shawn,Marion,5/7/1978,UNLV,USA,79,228,TRUE,TRUE,FALSE,1999,1,9,Shawn Marion
1891,Jason,Terry,9/15/1977,Arizona,USA,74,185,TRUE,FALSE,FALSE,1999,1,10,Jason Terry
1892,Trajan,Langdon,5/13/1976,Duke,USA,,,,,,1999,1,11,Trajan Langdon
1893,Aleksandar,Radojevic,8/8/1976,Buducnost,Bosnia and Herzegovina,87,250,FALSE,FALSE,TRUE,1999,1,12,Aleksandar Radojevic
1894,Corey,Maggette,11/12/1979,Duke,USA,78,225,FALSE,TRUE,FALSE,1999,1,13,Corey Maggette
1895,William,Avery,8/8/1979,Duke,USA,74,180,TRUE,FALSE,FALSE,1999,1,14,William Avery
1897,Metta,World Peace,11/13/1979,St. John's (NY),USA,79,260,FALSE,TRUE,FALSE,1999,1,16,Metta World Peace
1898,Cal,Bowdler,3/31/1977,Old Dominion,USA,82,1898,FALSE,TRUE,FALSE,1999,1,17,Cal Bowdler
1899,James,Posey,1/13/1977,Xavier,USA,80,217,FALSE,TRUE,FALSE,1999,1,18,James Posey
1900,Quincy,Lewis,6/26/1977,Minnesota,USA,79,215,TRUE,TRUE,FALSE,1999,1,19,Quincy Lewis
1901,Dion,Glover,10/22/1978,Georgia Tech,USA,77,225,TRUE,TRUE,FALSE,1999,1,20,Dion Glover
1902,Jeff,Foster,1/16/1977,Southwest Texas State,USA,83,250,FALSE,TRUE,TRUE,1999,1,21,Jeff Foster
1903,Kenny,Thomas,7/25/1977,New Mexico,USA,79,245,FALSE,TRUE,TRUE,1999,1,22,Kenny Thomas
1904,Devean,George,8/29/1977,Augsburg,USA,80,235,FALSE,TRUE,FALSE,1999,1,23,Devean George
1905,Andrei,Kirilenko,2/18/1981,CSKA Moscow,Russia,81,235,FALSE,TRUE,FALSE,1999,1,24,Andrei Kirilenko
1906,Tim,James,12/25/1976,Miami,USA,79,214,FALSE,TRUE,FALSE,1999,1,25,Tim James
1907,Vonteego,Cummings,2/29/1976,Pittsburgh,USA,,1907,FALSE,FALSE,FALSE,1999,1,26,Vonteego Cummings
1908,Jumaine,Jones,2/10/1979,Georgia,USA,80,230,FALSE,TRUE,FALSE,1999,1,27,Jumaine Jones
1909,Scott,Padgett,4/19/1976,Kentucky,USA,81,240,FALSE,TRUE,FALSE,1999,1,28,Scott Padgett
1910,Leon,Smith,11/2/1980,Martin Luther King HS (IL),USA,82,235,FALSE,TRUE,FALSE,1999,1,29,Leon Smith
1911,John,Celestand,3/6/1977,Villanova,USA,75,1911,TRUE,FALSE,FALSE,1999,2,30,John Celestand
1913,Michael,Ruffin,1/21/1977,Tulsa,USA,80,246,FALSE,TRUE,TRUE,1999,2,32,Michael Ruffin
1914,Chris,Herren,9/27/1975,Fresno State,USA,74,190,TRUE,FALSE,FALSE,1999,2,33,Chris Herren
1915,Evan,Eschmeyer,5/30/1975,Northwestern,USA,83,250,FALSE,FALSE,TRUE,1999,2,34,Evan Eschmeyer
1916,Calvin,Booth,5/7/1976,Penn State,USA,83,230,FALSE,FALSE,TRUE,1999,2,35,Calvin Booth
1917,Wang,Zhi-zhi,7/8/1977,Bayi,China,85,284,FALSE,FALSE,TRUE,1999,2,36,Wang Zhi-zhi
1918,Obinna,Ekezie,8/22/1975,Maryland,Nigeria,81,270,FALSE,FALSE,TRUE,1999,2,37,Obinna Ekezie
1919,Laron,Profit,8/5/1977,Maryland,USA,77,204,TRUE,TRUE,FALSE,1999,2,38,Laron Profit
1920,A.J.,Bramlett,1/10/1977,Arizona,USA,82,227,FALSE,FALSE,TRUE,1999,2,39,A.J. Bramlett
1921,Gordan,Giricek,6/20/1977,CSKA Moscow,Croatia,78,220,TRUE,FALSE,FALSE,1999,2,40,Gordan Giricek
1922,Francisco,Elson,2/28/1976,California,Netherlands,84,235,FALSE,FALSE,FALSE,1999,2,41,Francisco Elson
1924,Lee,Nailon,2/22/1975,TCU,USA,81,241,FALSE,TRUE,FALSE,1999,2,43,Lee Nailon
1926,Ryan,Robertson,10/2/1976,Kansas,USA,77,190,TRUE,FALSE,FALSE,1999,2,45,Ryan Robertson
1928,Todd,MacCulloch,1/27/1976,Washington,Canada,84,280,FALSE,FALSE,TRUE,1999,2,47,Todd MacCulloch
1929,Galen,Young,,,,,,,,,,,,Galen Young
1930,Lari,Ketner,2/1/1977,Massachusetts,USA,,,FALSE,TRUE,FALSE,1999,2,49,Lari Ketner
1934,Rodney,Buford,11/2/1977,Creighton,USA,77,1934,TRUE,TRUE,FALSE,1999,2,53,Rodney Buford
1937,Tim,Young,2/6/1976,Stanford,USA,86,1937,FALSE,FALSE,TRUE,1999,2,56,Tim Young
1938,Manu,Ginobili,7/28/1977,Virtus Bologna,Argentina,78,205,TRUE,FALSE,FALSE,1999,2,57,Manu Ginobili
1942,Harold,Jamison,11/20/1976,Clemson,USA,81,269,FALSE,TRUE,FALSE,-1,-1,-1,Harold Jamison
1943,Wayne,Turner,3/22/1976,Kentucky,USA,74,190,TRUE,FALSE,FALSE,-1,-1,-1,Wayne Turner
1944,Eddie,Robinson,4/19/1976,Central Oklahoma,USA,81,210,FALSE,TRUE,FALSE,-22,-22,-22,Eddie Robinson
1950,Andy,Panko,11/29/1977,Lebanon Valley,USA,81,245,FALSE,TRUE,FALSE,-1,-1,-1,Andy Panko
1952,Raja,Bell,9/19/1976,Florida International,US Virgin Islands,77,210,TRUE,FALSE,FALSE,-1,-1,-1,Raja Bell
1953,Lazaro,Borrell,9/20/1972,Villa Clara,Cuba,80,220,FALSE,TRUE,FALSE,-1,-1,-1,Lazaro Borrell
1954,Jason,Miskiri,8/19/1975,George Mason,USA,74,185,TRUE,FALSE,FALSE,-1,-1,-1,Jason Miskiri
